Run,Operation,Implementation,Datatype,Matrix Size,MetricType,Value
0,1,daphneMap,f64,2896,Execution Time,6.010051012039185
0,1,daphneMap,f64,2896,Memory Consumption,239.421875
0,1,daphneMap,f64,2896,Average CPU Load,14.55
0,1,daphneMap,f64,5792,Execution Time,21.029289484024048
0,1,daphneMap,f64,5792,Memory Consumption,624.41015625
0,1,daphneMap,f64,5792,Average CPU Load,14.05
0,3,daphneMap,f64,2896,Execution Time,6.009416103363037
0,3,daphneMap,f64,2896,Memory Consumption,241.14453125
0,3,daphneMap,f64,2896,Average CPU Load,15.425
0,3,daphneMap,f64,5792,Execution Time,21.030883312225342
0,3,daphneMap,f64,5792,Memory Consumption,623.65234375
0,3,daphneMap,f64,5792,Average CPU Load,14.928571428571427
0,5,daphneMap,f64,2896,Execution Time,9.016794443130493
0,5,daphneMap,f64,2896,Memory Consumption,241.1015625
0,5,daphneMap,f64,2896,Average CPU Load,13.233333333333334
0,5,daphneMap,f64,5792,Execution Time,31.545037746429443
0,5,daphneMap,f64,5792,Memory Consumption,625.4609375
0,5,daphneMap,f64,5792,Average CPU Load,13.29047619047619
0,10,daphneMap,f64,2896,Execution Time,7.512112140655518
0,10,daphneMap,f64,2896,Memory Consumption,239.64453125
0,10,daphneMap,f64,2896,Average CPU Load,15.02
0,10,daphneMap,f64,5792,Execution Time,27.040130615234375
0,10,daphneMap,f64,5792,Memory Consumption,624.3359375
0,10,daphneMap,f64,5792,Average CPU Load,14.011111111111113
0,1,daphneInternal,f64,2896,Execution Time,1.5034406185150146
0,1,daphneInternal,f64,2896,Memory Consumption,234.33203125
0,1,daphneInternal,f64,2896,Average CPU Load,17.4
0,1,daphneInternal,f64,5792,Execution Time,1.5033879280090332
0,1,daphneInternal,f64,5792,Memory Consumption,584.80859375
0,1,daphneInternal,f64,5792,Average CPU Load,23.8
0,3,daphneInternal,f64,2896,Execution Time,1.5034325122833252
0,3,daphneInternal,f64,2896,Memory Consumption,233.1953125
0,3,daphneInternal,f64,2896,Average CPU Load,18.7
0,3,daphneInternal,f64,5792,Execution Time,3.005840301513672
0,3,daphneInternal,f64,5792,Memory Consumption,591.55078125
0,3,daphneInternal,f64,5792,Average CPU Load,14.55
0,5,daphneInternal,f64,2896,Execution Time,3.0059030055999756
0,5,daphneInternal,f64,2896,Memory Consumption,348.4609375
0,5,daphneInternal,f64,2896,Average CPU Load,18.5
0,5,daphneInternal,f64,5792,Execution Time,10.516090154647827
0,5,daphneInternal,f64,5792,Memory Consumption,1133.9296875
0,5,daphneInternal,f64,5792,Average CPU Load,14.5
0,10,daphneInternal,f64,2896,Execution Time,3.0057413578033447
0,10,daphneInternal,f64,2896,Memory Consumption,365.35546875
0,10,daphneInternal,f64,2896,Average CPU Load,13.45
0,10,daphneInternal,f64,5792,Execution Time,7.512372970581055
0,10,daphneInternal,f64,5792,Memory Consumption,1074.93359375
0,10,daphneInternal,f64,5792,Average CPU Load,13.180000000000001
0,1,Python_Numpy_Approach,f64,2896,Execution Time,1.5028772354125977
0,1,Python_Numpy_Approach,f64,2896,Memory Consumption,150.45703125
0,1,Python_Numpy_Approach,f64,2896,Average CPU Load,16.8
0,1,Python_Numpy_Approach,f64,5792,Execution Time,1.5038599967956543
0,1,Python_Numpy_Approach,f64,5792,Memory Consumption,509.60546875
0,1,Python_Numpy_Approach,f64,5792,Average CPU Load,23.8
0,3,Python_Numpy_Approach,f64,2896,Execution Time,1.503570795059204
0,3,Python_Numpy_Approach,f64,2896,Memory Consumption,178.4140625
0,3,Python_Numpy_Approach,f64,2896,Average CPU Load,16.9
0,3,Python_Numpy_Approach,f64,5792,Execution Time,1.5033519268035889
0,3,Python_Numpy_Approach,f64,5792,Memory Consumption,530.296875
0,3,Python_Numpy_Approach,f64,5792,Average CPU Load,24.8
0,5,Python_Numpy_Approach,f64,2896,Execution Time,1.5035595893859863
0,5,Python_Numpy_Approach,f64,2896,Memory Consumption,253.3671875
0,5,Python_Numpy_Approach,f64,2896,Average CPU Load,24.0
0,5,Python_Numpy_Approach,f64,5792,Execution Time,6.010024309158325
0,5,Python_Numpy_Approach,f64,5792,Memory Consumption,829.30859375
0,5,Python_Numpy_Approach,f64,5792,Average CPU Load,15.075000000000001
0,10,Python_Numpy_Approach,f64,2896,Execution Time,1.5041823387145996
0,10,Python_Numpy_Approach,f64,2896,Memory Consumption,237.2109375
0,10,Python_Numpy_Approach,f64,2896,Average CPU Load,22.3
0,10,Python_Numpy_Approach,f64,5792,Execution Time,3.0058422088623047
0,10,Python_Numpy_Approach,f64,5792,Memory Consumption,829.37109375
0,10,Python_Numpy_Approach,f64,5792,Average CPU Load,19.05
0,1,Python_DirectExec,f64,2896,Execution Time,3.0056264400482178
0,1,Python_DirectExec,f64,2896,Memory Consumption,500.5703125
0,1,Python_DirectExec,f64,2896,Average CPU Load,16.25
0,1,Python_DirectExec,f64,5792,Execution Time,9.013275146484375
0,1,Python_DirectExec,f64,5792,Memory Consumption,1654.68359375
0,1,Python_DirectExec,f64,5792,Average CPU Load,15.049999999999999
0,3,Python_DirectExec,f64,2896,Execution Time,6.011700630187988
0,3,Python_DirectExec,f64,2896,Memory Consumption,504.15625
0,3,Python_DirectExec,f64,2896,Average CPU Load,14.799999999999999
0,3,Python_DirectExec,f64,5792,Execution Time,21.031874179840088
0,3,Python_DirectExec,f64,5792,Memory Consumption,1664.515625
0,3,Python_DirectExec,f64,5792,Average CPU Load,13.535714285714283
0,5,Python_DirectExec,f64,2896,Execution Time,7.512507915496826
0,5,Python_DirectExec,f64,2896,Memory Consumption,503.0390625
0,5,Python_DirectExec,f64,2896,Average CPU Load,15.319999999999999
0,5,Python_DirectExec,f64,5792,Execution Time,27.040762662887573
0,5,Python_DirectExec,f64,5792,Memory Consumption,1669.39453125
0,5,Python_DirectExec,f64,5792,Average CPU Load,13.98333333333333
0,10,Python_DirectExec,f64,2896,Execution Time,4.5076985359191895
0,10,Python_DirectExec,f64,2896,Memory Consumption,503.87890625
0,10,Python_DirectExec,f64,2896,Average CPU Load,16.633333333333333
