Run,Operation,Implementation,Datatype,Matrix Size,MetricType,Value
0,1,daphneMap,f64,100,Execution Time,1.5075526237487793
0,1,daphneMap,f64,100,Memory Consumption,112.83203125
0,1,daphneMap,f64,100,Average CPU Load,42.7
0,1,daphneMap,f64,1000,Execution Time,1.503147840499878
0,1,daphneMap,f64,1000,Memory Consumption,127.16796875
0,1,daphneMap,f64,1000,Average CPU Load,34.0
0,1,daphneMap,f64,2896,Execution Time,7.512631416320801
0,1,daphneMap,f64,2896,Memory Consumption,240.2890625
0,1,daphneMap,f64,2896,Average CPU Load,28.0
0,1,daphneMap,f64,5792,Execution Time,21.03109383583069
0,1,daphneMap,f64,5792,Memory Consumption,623.40625
0,1,daphneMap,f64,5792,Average CPU Load,28.442857142857147
0,4,daphneMap,f64,100,Execution Time,1.5029969215393066
0,4,daphneMap,f64,100,Memory Consumption,111.00390625
0,4,daphneMap,f64,100,Average CPU Load,38.1
0,4,daphneMap,f64,1000,Execution Time,1.5030667781829834
0,4,daphneMap,f64,1000,Memory Consumption,126.4765625
0,4,daphneMap,f64,1000,Average CPU Load,34.2
0,4,daphneMap,f64,2896,Execution Time,6.009340047836304
0,4,daphneMap,f64,2896,Memory Consumption,240.52734375
0,4,daphneMap,f64,2896,Average CPU Load,29.95
0,4,daphneMap,f64,5792,Execution Time,24.035067796707153
0,4,daphneMap,f64,5792,Memory Consumption,624.40234375
0,4,daphneMap,f64,5792,Average CPU Load,27.34375
0,5,daphneMap,f64,100,Execution Time,1.503082513809204
0,5,daphneMap,f64,100,Memory Consumption,111.26171875
0,5,daphneMap,f64,100,Average CPU Load,36.8
0,5,daphneMap,f64,1000,Execution Time,1.5034940242767334
0,5,daphneMap,f64,1000,Memory Consumption,128.05859375
0,5,daphneMap,f64,1000,Average CPU Load,36.1
0,5,daphneMap,f64,2896,Execution Time,9.014112710952759
0,5,daphneMap,f64,2896,Memory Consumption,240.50390625
0,5,daphneMap,f64,2896,Average CPU Load,27.433333333333334
0,5,daphneMap,f64,5792,Execution Time,31.5431969165802
0,5,daphneMap,f64,5792,Memory Consumption,624.26953125
0,5,daphneMap,f64,5792,Average CPU Load,27.59047619047619
